region,asset,listed,name,symbol,update_dttm,last_page,summary,sector,industry,forum
US,Topics,NASDAQ,"Skyworks Solutions, Inc.",SWKS,20230109 122241,,"{'company': ['Skyworks Solutions'], 'details': ['Skyworks', 'Sky5', 'SkyOne'], 'execs': ['Liam Griffin', 'Griffin']}",Technology,Semiconductors,"{'messageBoardId': 'finmb_1462309', 'uuid': '3e3573db-84b3-3f81-a794-983ed41c6529'}"
US,Topics,NYSE,Southwestern Energy Company,SWN,20230109 125733,,"{'company': ['Southwestern Energy Company'], 'details': [], 'execs': []}",Energy,Oil & Gas E&P,"{'messageBoardId': 'finmb_304260', 'uuid': '9bb92ab5-754c-36b8-b4c9-4554bef0a406'}"
US,Topics,NYSE,Synchrony Financial,SYF,20230109 133243,,"{'company': ['Synchrony Financial'], 'details': ['Synchrony', 'Synchrony Bank', 'Dual Cards', 'CareCredit'], 'execs': ['Brian Doubles', 'Doubles']}",Financial Services,Credit Services,"{'messageBoardId': 'finmb_260334235', 'uuid': '9d8744fb-a186-3d5c-997b-e6eb37ad99bb'}"
US,Topics,NYSE,Stryker Corporation,SYK,20230111 140545,,"{'company': ['Stryker Corporation', 'Stryker'], 'details': ['Berchtold Corporation', 'BioMimetic Therapeutics', 'Arrinex', 'Alcott Indemnity Company', 'Berchtold', 'Alcott Indemnity', 'Alcott'], 'execs': ['Kevin Lobo', 'Lobo']}",Healthcare,Medical Devices,"{'messageBoardId': 'finmb_94614', 'uuid': 'b9837935-4aa5-32a4-a908-5a60748ac1d1'}"
US,Topics,NASDAQ,Synaptics Incorporated,SYNA,20230109 144240,,"{'company': ['Synaptics Incorporated'], 'details': ['Synaptics'], 'execs': ['Michael Hurlston', 'Hurlston']}",Technology,Semiconductors,"{'messageBoardId': 'finmb_35013', 'uuid': '0012e2b4-b1b2-3661-9a30-075b702cb3fc'}"
US,Topics,NASDAQ,"Syneos Health, Inc.",SYNH,20230111 151523,,"{'company': ['Syneos Health, Inc.'], 'details': ['Syneos', 'Syneos Health'], 'execs': ['Michelle Keefe', 'Keefe']}",Healthcare,Diagnostics & Research,"{'messageBoardId': 'finmb_274031831', 'uuid': '274b8058-2160-325c-b0c5-aed7f4fad3ec'}"
US,Topics,NYSE,Sysco Corporation,SYY,20221230 152237,,"{'company': ['Sysco Corporation', 'Sysco'], 'details': ['SYGMA'], 'execs': ['Kevin Hourican', 'Hourican']}",Consumer Defensive,Food Distribution,"{'messageBoardId': 'finmb_393488', 'uuid': '53165cfc-fc73-3828-9c77-43899ee16f76'}"
US,Topics,NYSE,AT&T Inc.,T,20221230 155733,,"{'company': ['AT&T Inc.'], 'details': ['ATT', 'AT&T', 'Xandr'], 'execs': ['John Stankey', 'Stankey']}",Communication Services,Telecom Services,"{'messageBoardId': 'finmb_656458081', 'uuid': '5a070e3e-4810-3f34-80fd-a437bfc5cf82'}"
US,Topics,NYSE,Takeda Pharmaceutical Company Limited,TAK,20230102 174108,,"{'company': ['Takeda Pharmaceutical Company Limited'], 'details': ['Takeda Pharmaceutical'], 'execs': ['Christophe Weber', 'Weber']}",Healthcare,Drug Manufacturers—Specialty & Generic,"{'messageBoardId': 'finmb_874540', 'uuid': '9e523e81-302d-3a2a-8a5e-15590056eacb'}"
US,Topics,NYSE,Molson Coors Beverage Company,TAP,20230112 085020,,"{'company': ['Molson Coors Beverage Company'], 'details': ['Molson Coors Beverage', 'Molson Coors', 'Coors', 'Carling', 'Coors Banquet', ""Leinenkugel's Summer Shandy"", 'Creemore Springs', 'Coors Light', 'Miller Lite', 'Blue Moon'], 'execs': ['Gavin Hattersley', 'Hattersley']}",Consumer Defensive,Beverages—Brewers,"{'messageBoardId': 'finmb_263765', 'uuid': 'fcd6420c-60a1-3418-a6de-745d6546d966'}"
US,Topics,NASDAQ,Trip.com Group Limited,TCOM,20230111 092538,,"{'company': ['Trip.com Group Limited', 'Ctrip.com International, Ltd.'], 'details': ['Trip.com Group', 'Ctrip.com Interational', 'Trip.com', 'Ctrip.com'], 'execs': ['Jie Sun', 'Sun']}",Consumer Cyclical,Travel Services,"{'messageBoardId': 'finmb_691187', 'uuid': '4daae8b0-cd65-3d39-93be-22d3e61b9b4e'}"
US,Topics,NYSE,The Toronto-Dominion Bank,TD,20230111 100050,,"{'company': ['The Toronto-Dominion Bank'], 'details': ['Toronto-Dominion Bank', 'TD Bank', 'TD'], 'execs': ['Bharat Masrani', 'Masrani']}",Financial Services,Banks—Diversified,"{'messageBoardId': 'finmb_23515', 'uuid': 'fc089489-555a-3e75-9954-8ff7f589f384'}"
US,Topics,NYSE,TransDigm Group Incorporated,TDG,20230111 103526,,"{'company': ['TransDigm Group Incorporated'], 'details': ['TransDigm Group', 'TransDigm'], 'execs': ['Kevin Stein', 'Stein']}",Industrials,Aerospace & Defense,"{'messageBoardId': 'finmb_22800180', 'uuid': '99f11d34-7f06-32f3-858c-5ea33647e1bc'}"
US,Topics,NYSE,"Teladoc Health, Inc.",TDOC,20230109 113114,,"{'company': ['Teladoc Health, Inc.'], 'details': ['Teladoc', 'Teladoc Health', 'Livongo', 'HealthiestYou'], 'execs': ['Jason Gorevic', 'Gorevic']}",Healthcare,Health Information Services,"{'messageBoardId': 'finmb_22548461', 'uuid': '4c5d843f-0a8e-3507-96e8-80fcde9d9fd0'}"
US,Topics,NYSE,Teledyne Technologies Incorporated,TDY,20230109 114742,,"{'company': ['Teledyne Technologies Incorporated'], 'details': ['Teledyne Technologies', 'Teledyne'], 'execs': ['Robert Mehrabian', 'Mehrabian']}",Technology,Scientific & Technical Instruments,"{'messageBoardId': 'finmb_406526', 'uuid': '271dd230-fa4c-35f5-92f8-ac114b8f6214'}"
US,Topics,NASDAQ,Atlassian Corporation Plc,TEAM,20230109 122241,,"{'company': ['Atlassian Corporation Plc'], 'details': ['Jira Software', 'Trello', 'Jira Service Management', 'Atlassian', 'Atlassian Corporation', 'Crucible', 'Fisheye', 'Confluence', 'Jira Align', 'Bitbucket', 'Jira Work Management'], 'execs': ['Shona Brown', 'Brown']}",Technology,Software—Application,"{'messageBoardId': 'finmb_253891410', 'uuid': '732798a2-92cc-3223-94a1-3db3a2ab3480'}"
US,Topics,NASDAQ,Bio-Techne Corporation,TECH,20230109 125733,,"{'company': ['Bio-Techne Corporation'], 'details': ['Bio-Techne', 'ELISA'], 'execs': ['Charles Kummeth', 'Kummeth']}",Healthcare,Biotechnology,"{'messageBoardId': 'finmb_189488', 'uuid': '0b57ad1b-1e0c-399e-a299-48cc57d56404'}"
US,Topics,NYSE,Teck Resources Limited,TECK,20230109 133243,,"{'company': ['Teck Resources Limited'], 'details': ['Teck Resources', 'Galore Creek Project', 'Relincho and El Morro Project', 'Quintette Project', 'El Morro Projects', 'Fording River Extension Project'], 'execs': ['Donald Richard Lindsay', 'Lindsay']}",Basic Materials,Other Industrial Metals & Mining,"{'messageBoardId': 'finmb_189526', 'uuid': '9c6a060a-97f5-3a57-b6be-bf0c994633d0'}"
US,Topics,NYSE,TE Connectivity Ltd.,TEL,20230111 140545,,"{'company': ['TE Connectivity Ltd.'], 'details': ['TE Connectivity'], 'execs': ['Terrence Curtin', 'Curtin']}",Technology,Electronic Components,"{'messageBoardId': 'finmb_8106523', 'uuid': '61547855-51f1-3c09-ba9c-af44e74b615e'}"
US,Topics,NASDAQ,"Teradyne, Inc.",TER,20230109 144240,,"{'company': ['Teradyne, Inc.'], 'details': ['Teradyne'], 'execs': ['Mark Jagiela', 'Jagiela']}",Technology,Semiconductor Equipment & Materials,"{'messageBoardId': 'finmb_94728', 'uuid': '6797ee0d-e4e6-3451-9b6d-d0cf4ab28e88'}"
US,Topics,NYSE,Teva Pharmaceutical Industries Limited,TEVA,20230111 151523,,"{'company': ['Teva Pharmaceutical Industries Ltd'], 'details': ['Teva Pharmaceutical Industries', 'Teva Pharmaceutical', 'Teva'], 'execs': ['Kaare Schultz', 'Schultz']}",Healthcare,Drug Manufacturers—Specialty & Generic,"{'messageBoardId': 'finmb_308047', 'uuid': '3c9a2e4e-3f23-3197-9f8f-db8bf33dae35'}"
US,Topics,NYSE,Truist Financial Corporation,TFC,20221230 152237,,"{'company': ['Truist Financial Corporation'], 'details': ['Truist Financial', 'Truist Bank', 'Truist'], 'execs': ['Kelly King', 'King']}",Financial Services,Banks—Regional,"{'messageBoardId': 'finmb_19109', 'uuid': '5554c816-eaa6-3201-a8cd-fa94a171542a'}"
US,Topics,NYSE,TFI International Inc.,TFII,20221230 155733,,"{'company': ['TFI International Inc.'], 'details': ['TFI International', 'TFI'], 'execs': ['Alain Bedard', 'Bedard']}",Industrials,Trucking,"{'messageBoardId': 'finmb_876067', 'uuid': 'd09068e6-99a2-3b13-b199-36bf6d44289f'}"
US,Topics,NYSE,Teleflex Incorporated,TFX,20230102 174108,,"{'company': ['Teleflex Incorporated'], 'details': ['Teleflex', 'TFX Medical', 'TFX', 'HPC Medical', 'Deknatel'], 'execs': ['Liam Kelly', 'Kelly']}",Healthcare,Medical Instruments & Supplies,"{'messageBoardId': 'finmb_307430', 'uuid': 'cfc736f9-d56d-3ff4-b535-f0f0e38e3037'}"
US,Topics,NYSE,Target Corporation,TGT,20230112 085020,,"{'company': ['Target Corporation', 'Target'], 'details': ['SuperTarget', 'CityTarget', 'TargetExpress', 'Target Brands', 'Target Capital', 'Target Enterprise', 'Target General Merchandise', 'Smartly', 'Opalhouse', 'Sonia Kashuk', 'Smith & Hawken', 'JoyLab', 'Mondo Llama', 'Auden', 'Ava & Viv', 'More Than Magic', 'up & up', 'Colsie', 'Wild Fable', 'Wondershop', 'Kindfull', 'Cat & Jack', 'Casaluna', 'Market Pantry'], 'execs': ['Brian Cornell', 'Cornell']}",Consumer Defensive,Discount Stores,"{'messageBoardId': 'finmb_174438', 'uuid': 'fa640c03-d22e-33b5-b265-cb31f5464431'}"
US,Topics,NYSE,TELUS International (Cda) Inc.,TIXT,20230111 092538,,"{'company': ['TELUS International (Cda) Inc.'], 'details': [], 'execs': []}",Technology,Software—Infrastructure,"{'messageBoardId': 'finmb_6370267', 'uuid': '3e887b60-f1cb-37c2-9a1b-a20a1c8276ff'}"
US,Topics,NYSE,"The TJX Companies, Inc.",TJX,20230111 100050,,"{'company': ['TJX'], 'details': ['T.J Maxx', 'TJ Maxx', 'Marshalls', 'TJX International', 'Marmaxx', 'T.K Maxx', 'TK Maxx', 'TJX Canada'], 'execs': ['Ernie Herrman', 'Herrman']}",Consumer Cyclical,Apparel Retail,"{'messageBoardId': 'finmb_306688', 'uuid': 'e9ade40b-1609-3bda-a2a6-d5cc8bf6875c'}"
US,Topics,NYSE,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,TLK,20230111 103526,,"{'company': ['Perusahaan Perseroan', 'Telekomunikasi', 'Persero', 'Tbk PT'], 'details': [], 'execs': ['Ririek Adriansyah', 'Adriansyah']}",Communication Services,Telecom Services,"{'messageBoardId': 'finmb_400368', 'uuid': 'b46e91bd-1b39-3fae-be83-5b456d35b374'}"
US,Topics,NYSE,Toyota Motor Corporation,TM,20230109 113114,,"{'company': ['Toyota Motor Corp'], 'details': ['Toyota Motor', 'Toyota'], 'execs': ['Takeshi Uchiyamada', 'Uchiyamada']}",Consumer Cyclical,Auto Manufacturers,"{'messageBoardId': 'finmb_319676', 'uuid': 'ac7a4fbd-0d78-3d94-b434-54817e1c208c'}"
US,Topics,NYSE,Tencent Music Entertainment Group,TME,20230109 114742,,"{'company': ['Tencent Music Entertainment Group'], 'details': ['Tencent Music', 'Kugou Live', 'Kugou Music', 'QQ Music', 'Kuwo Music', 'WeSing'], 'execs': ['Zhu Liang', 'Liang']}",Communication Services,Internet Content & Information,"{'messageBoardId': 'finmb_551009282', 'uuid': '20ef5f70-7ac7-3300-9c2b-6ae71fe299a6'}"
US,Topics,NYSE,Thermo Fisher Scientific Inc.,TMO,20230109 122241,,"{'company': ['Thermo Fisher Scientific Inc.'], 'details': ['Thermo Fisher Scientific', 'Patheon', 'Unity Lab Services', 'PPD', 'Applied Biosystems', 'Fisher Scientific', 'Thermo Scientific', 'Invitrogen'], 'execs': ['Marc Casper', 'Casper']}",Healthcare,Diagnostics & Research,"{'messageBoardId': 'finmb_97023', 'uuid': '5acef154-daad-3633-adc7-5292885782e9'}"
US,Topics,NASDAQ,"T-Mobile US, Inc.",TMUS,20230109 125733,,"{'company': ['T-Mobile US'], 'details': ['T-Mobile', 'Metro by T-Mobile', 'JUMP! On Demand', 'Magenta', 'Magenta Max'], 'execs': ['Michael Sievert', 'Sievert']}",Communication Services,Telecom Services,"{'messageBoardId': 'finmb_93339', 'uuid': 'ce5c4301-b193-3ec5-9bb5-27c98f068bd5'}"
US,Topics,NYSE,"Toast, Inc.",TOST,20230109 133243,,"{'company': ['Toast, Inc.'], 'details': [], 'execs': ['Chris Comparato', 'Comparato']}",Technology,Software—Infrastructure,"{'messageBoardId': 'finmb_308700964', 'uuid': 'ffc075f4-294d-3f60-be70-b49852bcb40e'}"
US,Topics,NASDAQ,TPG Inc.,TPG,20230111 140545,,"{'company': ['TPG Inc.'], 'details': [], 'execs': []}",Financial Services,Asset Management,"{'messageBoardId': 'finmb_538190258', 'uuid': 'ca70bcc9-05db-3e6c-a798-28990ef41cc9'}"
US,Topics,NYSE,Texas Pacific Land Corporation,TPL,20230109 144240,,"{'company': ['Texas Pacific Land Corporation'], 'details': ['Texas Pacific Land', 'Texas Pacific Water Resources'], 'execs': ['Tyler Glover', 'Glover']}",Energy,Oil & Gas E&P,"{'messageBoardId': 'finmb_308037', 'uuid': 'afec6abe-d17f-37d9-8bb4-ec07dc071c96'}"
US,Topics,NYSE,"Tapestry, Inc.",TPR,20230112 151514,,"{'company': ['Tapestry, Inc.'], 'details': ['Tapestry', 'Stuart Weitzman', 'Coach', 'Kate Spade'], 'execs': ['Joanne Crevoiserat', 'Crevoiserat']}",Consumer Cyclical,Luxury Goods,"{'messageBoardId': 'finmb_526573', 'uuid': 'cf2a8431-f04b-3f34-984e-49dc1f2b1c89'}"
US,Topics,NYSE,"Trex Company, Inc.",TREX,20221230 152237,,"{'company': ['Trex Company, Inc.'], 'details': ['Trex Company', 'Trex', 'Trex Residential', 'Diablo Trex Blade', 'Structural Steel Posts', 'Trex Commercial Products', 'Trex Commercial', 'Trex Pergola', 'Trex SpiralStairs', 'Trex Latticeworks', 'Trex Residential Products', 'Trex Cornhole Boards', 'Trex RainEscape', 'Trex Outdoor Furniture'], 'execs': ['Bryan Horix Fairbanks', 'Fairbanks']}",Industrials,Building Products & Equipment,"{'messageBoardId': 'finmb_231534', 'uuid': '1f1827f2-f0e8-38cc-9edc-89cbf2038fcc'}"
US,Topics,NYSE,Targa Resources Corp.,TRGP,20221230 155733,,"{'company': ['Targa Resources Corp.'], 'details': ['Targa Resources'], 'execs': ['Matthew Meloy', 'Meloy']}",Energy,Oil & Gas Midstream,"{'messageBoardId': 'finmb_39153321', 'uuid': '6b22995e-24c8-3077-9de7-67cb061d448b'}"
US,Topics,NYSE,Thomson Reuters Corporation,TRI,20230102 174108,,"{'company': ['Thomson Reuters Corp.', 'Thomson Reuters Corporation', 'Thomson Reuters'], 'details': ['Reuters 3000 Xtra', 'Thomson One', 'Thomson Reuters Integrity', 'Reuters Media', 'CorpSmart', 'Westlaw', 'Thomson Reuters Pharma', 'Thomson Reuters Eikon', 'Mastersaf', 'Thomson Reuters Web of Knowledge', 'Thomson Reuters Web of Science', 'Thomson Reuters Web of Knowledge', 'Elektron Datascope', 'Datastream', 'ONESOURCE', 'Darwent World Patents Index'], 'execs': ['James Smith', 'Smith']}",Industrials,Specialty Business Services,"{'messageBoardId': 'finmb_515275', 'uuid': '38b46416-1bf5-3197-9879-7584babd0433'}"
US,Topics,NASDAQ,Trimble Inc.,TRMB,20230112 085020,,"{'company': ['Trimble Inc.'], 'details': ['Trimble'], 'execs': ['Robert Painter', 'Painter']}",Technology,Scientific & Technical Instruments,"{'messageBoardId': 'finmb_126411', 'uuid': '47c5766e-1dbb-3b0f-be79-c6b1040d7d30'}"
US,Topics,NASDAQ,"T. Rowe Price Group, Inc.",TROW,20230111 092538,,"{'company': ['T. Rowe Price Group, Inc.'], 'details': ['T. Rowe Price Group', 'T. Rowe Price', 'T. Rowe'], 'execs': ['Robert Sharps', 'Sharps']}",Financial Services,Asset Management,"{'messageBoardId': 'finmb_23217', 'uuid': '4b1466dc-169a-3dd0-8cf2-ee11f3a48b26'}"
US,Topics,NYSE,TC Energy Corporation,TRP,20230111 100050,,"{'company': ['TC Energy Corp.', 'TransCanada Corp'], 'details': ['TC Energy', 'TransCanada', 'TransCanada PipeLines Limited', 'TransCanada Pipelines'], 'execs': ['Francois Poirier', 'Poirier']}",Energy,Oil & Gas Midstream,"{'messageBoardId': 'finmb_309162', 'uuid': 'a0fc2dd4-cd3b-3d52-9cff-f9209cc74648'}"
US,Topics,NYSE,TransUnion,TRU,20230111 103526,,"{'company': ['TransUnion'], 'details': [], 'execs': ['Emile Kinuma', 'Kinuma']}",Industrials,Consulting Services,"{'messageBoardId': 'finmb_170928919', 'uuid': '01ec1b15-90e6-3285-ac06-b872cf46c30b'}"
US,Topics,NYSE,"The Travelers Companies, Inc.",TRV,20230110 111023,,"{'company': ['The Travelers Companies, Inc.'], 'details': ['The Travelers Companies', 'Travelers Companies'], 'execs': ['Alan Schnitzer', 'Schnitzer']}",Financial Services,Insurance—Property & Casualty,"{'messageBoardId': 'finmb_392856', 'uuid': 'f9648b70-41f5-3bd8-a005-3a20a688b790'}"
US,Topics,NYSE,Tenaris S.A.,TS,20230109 114742,,"{'company': ['Tenaris S.A.'], 'details': ['Tenaris'], 'execs': ['Paolo Rocca', 'Rocca']}",Energy,Oil & Gas Equipment & Services,"{'messageBoardId': 'finmb_4005629', 'uuid': '6ba89ab4-1823-3f9b-a5ea-5d233031b9f8'}"
US,Topics,NASDAQ,Tractor Supply Company,TSCO,20230109 122241,,"{'company': ['Tractor Supply Company'], 'details': ['JobSmart', 'C.E Schmidt', 'Petsense', 'JobSmart', 'Royal Wing', ""Del's Feed & Farm Supply"", 'Blue Mountain', 'Bit & Bridle', 'Paws & Claws', 'Tractor Supply', 'Dumor', '4health', ""Producer's Pride""], 'execs': ['Harry Lawton', 'Lawton']}",Consumer Cyclical,Specialty Retail,"{'messageBoardId': 'finmb_329501', 'uuid': '5a3b225a-5bf8-3f65-b781-3a36388095e9'}"
US,Topics,NASDAQ,"Tesla, Inc.",TSLA,20230109 125733,,"{'company': ['Tesla, Inc.'], 'details': ['Tesla', 'Model S', 'Model X', 'Model Y', 'Powerwall', 'Megapack', 'Model 3', 'GigaFactory', 'Tesla Autopilot', 'SpaceX', 'Neuralink', 'Boring Company'], 'execs': ['Elon Musk', 'Musk']}",Consumer Cyclical,Auto Manufacturers,"{'messageBoardId': 'finmb_27444752', 'uuid': 'ec367bc4-f92c-397c-ac81-bf7b43cffaf7'}"
US,Topics,NYSE,Taiwan Semiconductor Manufacturing Company Limited,TSM,20230109 133243,,"{'company': ['Taiwan Semiconductor Manufacturing Co.'], 'details': ['TSMC-SoIC', 'TSMC'], 'execs': ['Mark Liu', 'Liu']}",Technology,Semiconductors,"{'messageBoardId': 'finmb_380075', 'uuid': 'a22510a4-756f-3424-8b07-71b132611395'}"
US,Topics,NYSE,"Tyson Foods, Inc.",TSN,20230111 140545,,"{'company': ['Tyson Foods, Inc.'], 'details': ['Tyson Foods'], 'execs': ['Donnie King', 'King']}",Consumer Defensive,Farm Products,"{'messageBoardId': 'finmb_190636', 'uuid': '55f18f64-6d57-32d0-87c7-3e243bc8c3f3'}"
US,Topics,NYSE,Trane Technologies plc,TT,20230109 144240,,"{'company': ['Trane Technologies PLC'], 'details': ['Trane Technologies', 'Thermo King'], 'execs': ['David Regnery', 'Regnery']}",Industrials,Building Products & Equipment,"{'messageBoardId': 'finmb_280944', 'uuid': 'df1f3edb-9115-3cb0-a1e0-4209b7a9937b'}"
US,Topics,NYSE,The Toro Company,TTC,20230112 151514,,"{'company': ['The Toro Company'], 'details': ['Toro Company'], 'execs': ['Richard Olson', 'Olson']}",Industrials,Tools & Accessories,"{'messageBoardId': 'finmb_190268', 'uuid': 'f01390a0-b796-3ab9-bbee-d915df1cdd63'}"
US,Topics,NASDAQ,"The Trade Desk, Inc.",TTD,20221230 152237,,"{'company': ['The Trade Desk, Inc.'], 'details': ['Trade Desk'], 'execs': ['Jeffrey Terry Green', 'Green']}",Technology,Software—Application,"{'messageBoardId': 'finmb_99942756', 'uuid': '486a950d-9ad7-33de-99f6-fe8a13803a97'}"
US,Topics,NYSE,TotalEnergies SE,TTE,20221230 155733,,"{'company': ['TotalEnergies SE'], 'details': ['TotalEnergies'], 'execs': ['Patrick Pouyanne', 'Pouyanne']}",Energy,Oil & Gas Integrated,"{'messageBoardId': 'finmb_326300', 'uuid': 'fd8d77ee-3d7f-3782-9dd0-e3cdd084a8de'}"
US,Topics,NASDAQ,"Tetra Tech, Inc.",TTEK,20230102 174108,,"{'company': ['Tetra Tech, Inc.'], 'details': [], 'execs': []}",Industrials,Engineering & Construction,"{'messageBoardId': 'finmb_196872', 'uuid': '9d8175ac-d220-3e05-a3c1-a626a3d066f0'}"
US,Topics,NYSE,Tata Motors Limited,TTM,20230113 085019,,"{'company': ['Tata Motors Limited'], 'details': ['Tata Motors', 'Daewoo', 'Tata Commercial Vehicles', 'Tata Passenger Vehicles', 'Tata', 'Jaguar Land Rover'], 'execs': ['Natarajan Chandrasekaran', 'Chandrasekaran']}",Consumer Cyclical,Auto Manufacturers,"{'messageBoardId': 'finmb_874652', 'uuid': '712b6d00-0fe1-3a4f-8eef-e8872a1a9cc1'}"
US,Topics,NASDAQ,"Take-Two Interactive Software, Inc.",TTWO,20230111 092538,,"{'company': ['Take-Two Interactive Software, Inc.'], 'details': ['Rockstar Games', 'Social Point', 'Playdots', 'Private Division', 'GTA', 'Grand Theft Auto'], 'execs': ['Strauss Zelnick', 'Zelnick']}",Communication Services,Electronic Gaming & Multimedia,"{'messageBoardId': 'finmb_371281', 'uuid': 'c684de9e-6837-3ad1-bee4-863a7e546dff'}"
US,Topics,NYSE,TELUS Corporation,TU,20230111 100050,,"{'company': ['TELUS Corp'], 'details': ['TELUS'], 'execs': ['Darren Entwistle', 'Entwistle']}",Communication Services,Telecom Services,"{'messageBoardId': 'finmb_598689', 'uuid': 'ca3361ad-64c4-3fc6-8f56-de774c7a903c'}"
US,Topics,NASDAQ,Tuesday Morning Corporation,TUEM,20230111 103526,,"{'company': ['Tuesday Morning Corporation'], 'details': ['Tuesday Morning'], 'execs': []}",Consumer Defensive,Discount Stores,"{'messageBoardId': 'finmb_35844', 'uuid': 'bd80ffb2-c314-3116-902f-53532d93a85c'}"
US,Topics,NASDAQ,Tradeweb Markets Inc.,TW,20230110 111023,,"{'company': ['Tradeweb Markets Inc.'], 'details': ['Tradeweb Markets', 'Tradeweb', 'Dealerweb', 'Tradeweb Direct', 'Tradeweb Institutional'], 'execs': ['William Hult', 'Hult']}",Financial Services,Capital Markets,"{'messageBoardId': 'finmb_1507260', 'uuid': '3d997570-6be3-387c-a199-f440b1589b9e'}"
US,Topics,NYSE,Twilio Inc.,TWLO,20230109 114742,,"{'company': ['Twilio Inc.'], 'details': ['Twilio'], 'execs': ['Jeff Lawson', 'Lawson']}",Communication Services,Internet Content & Information,"{'messageBoardId': 'finmb_53507768', 'uuid': '6477118e-cc1f-3b6b-8434-542d7310ad12'}"
US,Topics,NASDAQ,"10x Genomics, Inc.",TXG,20230109 122241,,"{'company': ['10x Genomics, Inc.'], 'details': ['10x Genomics', 'Chromium Single Cell Gene Expression', 'Chromium Connect', 'Chromium X Series', 'Next GEM', 'Chromium Controller', 'Spatial Multiomics', 'Visium and Chromium'], 'execs': ['Serge Wilson Saxonov', 'Saxonov']}",Healthcare,Health Information Services,"{'messageBoardId': 'finmb_223288117', 'uuid': 'a0172356-0b5e-3fef-869a-ffa560e26816'}"
US,Topics,NASDAQ,Texas Instruments Incorporated,TXN,20230109 125733,,"{'company': ['Texas Instruments Incorporated'], 'details': ['Texas Instruments', 'TI'], 'execs': ['Richard Templeton', 'Templeton']}",Technology,Semiconductors,"{'messageBoardId': 'finmb_140283', 'uuid': 'a06516ec-4e7b-3444-b29a-1e4ac0c3f046'}"
US,Topics,NYSE,Textron Inc.,TXT,20230109 133243,,"{'company': ['Textron Inc.'], 'details': ['Textron', 'Cessna', 'Textron Systems', 'Textron eAviation', 'Textron Aviation', 'Beechcraft', 'Hawker'], 'execs': ['Scott Donnelly', 'Donnelly']}",Industrials,Aerospace & Defense,"{'messageBoardId': 'finmb_35303', 'uuid': '5956a437-e724-3dfc-8b1c-70dc7bdeebcb'}"
US,Topics,NYSE,"Tyler Technologies, Inc.",TYL,20230111 140545,,"{'company': ['Tyler Technologies, Inc.'], 'details': ['Tyler Technologies'], 'execs': ['Lynn Moore', 'Moore']}",Technology,Software—Application,"{'messageBoardId': 'finmb_309821', 'uuid': '927d636a-f467-351f-b094-c2e89e27719d'}"
US,Topics,NYSE,Unity Software Inc.,U,20230109 144240,,"{'company': ['Unity Software Inc.'], 'details': ['Unity Software', 'Unity IAP', 'Unity Ads', 'Vivox', 'Unity', 'ironSource'], 'execs': ['John Riccitiello', 'Riccitiello']}",Technology,Software—Application,"{'messageBoardId': 'finmb_241908542', 'uuid': '4c614360-da93-30a0-81b2-2e537de151eb'}"
US,Topics,NASDAQ,"United Airlines Holdings, Inc.",UAL,20230112 151514,,"{'company': ['United Airlines Holdings, Inc.'], 'details': ['United Airlines Holdings', 'United Airlines', 'United Express'], 'execs': ['Scott Kirby', 'Kirby']}",Industrials,Airlines,"{'messageBoardId': 'finmb_309845', 'uuid': '4a481841-643c-3bcc-9402-e0d8a11d2bcb'}"
US,Topics,NYSE,"Uber Technologies, Inc.",UBER,20221230 152237,,"{'company': ['Uber Technologies, Inc.'], 'details': ['Uber Technologies', 'Uber', 'Uber Eats', 'Uber Health', 'Uber Freight'], 'execs': ['Dara Khosrowshahi', 'Khosrowshahi']}",Technology,Software—Application,"{'messageBoardId': 'finmb_144524848', 'uuid': '20db725f-f1e9-34d7-afd5-70ed86c7f7eb'}"
US,Topics,NYSE,UBS Group AG,UBS,20221230 155733,,"{'company': ['UBS Group AG'], 'details': ['UBS Group', 'UBS'], 'execs': ['Ralph Hamers', 'Hamers']}",Financial Services,Banks—Diversified,"{'messageBoardId': 'finmb_416620', 'uuid': '6757e1f1-6cdc-3e62-ab3c-63f3017ca366'}"
US,Topics,NYSE,"UDR, Inc.",UDR,20230102 174108,,"{'company': ['UDR, Inc.'], 'details': ['UDR'], 'execs': ['Thomas Toomey', 'Toomey']}",Real Estate,REIT—Residential,"{'messageBoardId': 'finmb_310667', 'uuid': 'd4e296f4-8a24-319d-9b12-1a752b19ac27'}"
US,Topics,NYSE,UGI Corporation,UGI,20230113 085019,,"{'company': ['UGI Corporation'], 'details': ['UGI', 'AmeriGas Partners', 'AmeriGas Propane', 'AmeriGas', 'UGI Utilities', 'UGI Energy Services', 'UGI International'], 'execs': ['Roger Perreault', 'Perreault']}",Utilities,Utilities—Regulated Gas,"{'messageBoardId': 'finmb_190756', 'uuid': '02585576-9fed-3cb4-a6e1-1d4374c599ed'}"
US,Topics,NYSE,AMERCO,UHAL,20230112 092512,,"{'company': ['AMERCO'], 'details': ['U-Haul'], 'execs': ['Edward Shoen', 'Shoen']}",Industrials,Rental & Leasing Services,"{'messageBoardId': 'finmb_345588', 'uuid': '267ca359-c36a-3648-900f-25307cd32fd1'}"
